,Product_ID,Review_ID,Sentence_ID,Sentence,Stemmed_Sentence,Clean_Sentence,Stemmed_Transactions,Opinion_Words,Infrequent_Opinions
237,1.0,28.0,238.0,This did manage to cut the number of popups during start - up from 4 down to 2 .,this did manag to cut the number of popup dure start up from down to,manag cut number popup dure start,"['number', 'popup', 'rep', 'star']",set(),set()
238,1.0,28.0,239.0,But those 2 come up every time .,but those come up everi time,come everi time,['home'],set(),set()
239,1.0,28.0,240.0,And this despite the fact that I 'm not NOT_even using AntiSpam .,and this despit the fact that i m not not_even use antispam,despit fact m not_even use antispam,"['antispam', 'past']",set(),set()
240,1.0,28.0,241.0,"Next , the big reason not NOT_to buy ANY Norton product :   If there 's a problem with it , Norton charges $ 30 to even tell them about it .",next the big reason not not_to buy ani norton product    if there 's a problem with it norton charg $ to even tell them about it,big reason not_to buy ani norton product     problem norton charg $ tell,"['product', 'reason', 'problem']",{'big'},"{('norton', 'product')}"
241,1.0,28.0,242.0,"Sure they say if it 's their fault you wo n't NOT_get charged , but THEY are the ones who get to decide whether it 's their fault .",sure they say if it 's their fault you wo n't not_get charg but they are the one who get to decid whether it 's their fault,sure fault wo not_get charg decid fault,"['fact', 'one']",set(),set()
242,1.0,28.0,243.0,And you have to put up the 30 bucks to get them to decide .,and you have to put up the buck to get them to decid,buck decid,['buck'],set(),set()
243,1.0,28.0,244.0,Nice little racket they 've got there .,nice littl racket they ve got there,nice littl racket ve got,['market'],set(),set()
244,1.0,29.0,245.0,I bought Norton Internet Security years ago when it first came out .,i bought norton internet secur year ago when it first came out,bought norton internet secur year ago came,"['star', 'secur', 'internet', 'norton']",set(),set()
245,1.0,29.0,246.0,"While it did n't NOT_have all the features I would have liked , it was better than anything else I could find at the time .",while it did n't not_hav all the featur i would have like it was better than anyth els i could find at the time,not_hav featur like better anyth els find time,"['home', 'featur']",set(),set()
246,1.0,30.0,247.0,The problems I had installing Norton extended way beyond what Symantec should reasonably expect the public to deal with .,the problem i had instal norton extend way beyond what symantec should reason expect the public to deal with,problem instal norton extend way symantec reason expect public deal,"['symantec', 'problem', 'public', 'way']","{'public', 'extended'}","{('extended', 'way')}"
247,1.0,30.0,248.0,"When I purchase software , I NEVER NOT_want to have to spend hours looking up solutions to my install problems -- in particular solutions that involve manually setting driver preferences or editing the registry !",when i purchas softwar i never not_want to have to spend hour look up solut to my instal problem in particular solut that involv manual set driver prefer or edit the registri,purchas softwar not_want spend hour look solut instal problem particular solut involv manual set driver prefer edit registri,"['instal', 'prefer', 'registri', 'drive', 'problem', 'softwar', 'hour', 'solut']",set(),set()
248,1.0,31.0,249.0,This is a very full featured product .,this is a veri full featur product,veri featur product,['product'],set(),set()
249,1.0,31.0,250.0,It checks every 5 minutes for virus and spam definition updates .,it check everi minut for virus and spam definit updat,check everi minut virus spam definit updat,"['updat', 'definit', 'minut', 'virus', 'slap']",set(),set()
250,1.0,31.0,251.0,"Also , with one click you can help train your spam killer .",also with one click you can help train your spam killer,click help train spam killer,"['cliff', 'slap', 'killer']",set(),set()
251,1.0,31.0,252.0,And the firewall came with a wizard which made it effortless to configure it to my LAN .,and the firewal came with a wizard which made it effortless to configur it to my lan,firewal came wizard effortless configur lan,"['firewal', 'slap', 'wizard']",set(),set()
252,1.0,32.0,253.0,"I downloaded this set from Norton , and within minutes my Internet connection failed and my PC was almost dead due to registry problems from the download .",i download this set from norton and within minut my internet connect fail and my pc was almost dead due to registri problem from the download,download set norton minut internet connect fail pc dead registri problem download,"['norton', 'registri', 'connect', 'rep', 'download', 'problem', 'minut', 'internet', 'pc']",{'dead'},"{('dead', 'problems')}"
253,1.0,32.0,254.0,I was forced to re - format the next day due to extensive incapatability issues .,i was forc to re format the next day due to extens incapat issu,forc format day extens incapat issu,"['way', 'format', 'incapat', 'issu']",set(),set()
254,1.0,32.0,255.0,I lost all my personal info .,i lost all my person info,lost person info,['info'],set(),set()
255,1.0,32.0,256.0,Their site offers no NOT_live help at all .,their site offer no not_liv help at all,site offer not_liv help,"['rep', 'time']",{'not_live'},"{('not_live', 'help')}"
256,1.0,32.0,257.0,"I tried to call Norton , and the only numbers they list on their sites are either for Non - tech Customer Service ( tried this one and hung up after 75 minute of MUZAC ) or they have a $ 30 tech - support number .",i tri to call norton and the onli number they list on their site are either for non tech custom servic tri this one and hung up after minut of muzac or they have a $ tech support number,tri norton onli number list site non tech custom servic tri hung minut muzac $ tech support number,"['support', 'number', 'number', 'custom', 'home', 'muzac', 'tech', 'minut', 'site', 'servic']",{'hung'},"{('norton', 'numbers'), ('hung', 'minute')}"
257,1.0,32.0,258.0,Who wants to pay $ 30 to discuss a defect in a product that just cost $ 95 ? ( I also bought the back - up CD ) .,who want to pay $ to discuss a defect in a product that just cost $ i also bought the back up cd,want pay $ discuss defect product cost $ bought cd,"['product', 'pc', 'defect']",set(),set()
258,1.0,32.0,259.0,"I finally got a free support number for Norton through my ISP support staff , but waited an hour or more for a voice .",i final got a free support number for norton through my isp support staff but wait an hour or more for a voic,final got free support number norton isp support staff wait hour voic,"['norton', 'number', 'support', 'home', 'star', 'rep', 'novic']",{'free'},"{('free', 'staff'), ('norton', 'isp')}"
259,1.0,32.0,260.0,"They said they would refund all the money , but a month later , they tell me now the back - up disc is not NOT_refundable as its cost is purely handling and shipping - $ 15 to "" handle "" and ship a CD ? --and they have been indignant and combative on the phone and in emails .",they said they would refund all the money but a month later they tell me now the back up disc is not not_refund as it cost is pure handl and ship $ to handl and ship a cd --and they have been indign and combat on the phone and in email,said refund money month later tell disc not_refund cost pure handl ship $ handl ship cd --and indign combat phone email,"['email', 'ship', 'home', 'com', 'disc', 'pc', 'one', 'money']","{'not_refundable', 'indignant', 'combative'}","{('not_refundable', 'cost')}"
260,1.0,32.0,261.0,This is a terrible company with a bad product and awful support .,this is a terribl compani with a bad product and aw support,terribl compani bad product aw support,"['product', 'compani', 'support']","{'terrible', 'awful', 'bad'}",set()
261,1.0,32.0,262.0,"After 10 years , I now downloaded McCaffee 's product after calling their support .... they answered quickly , and for free , and were very helpful .",after year i now download mccaffe 's product after call their support they answer quick and for free and were veri help,year download mccaffe product support answer quick free veri help,"['star', 'product', 'mcafe', 'support']","{'free', 'helpful'}",set()
262,1.0,32.0,263.0,"No NOT_problems now , just a sickly disappointment in the way Norton has abandoned thier customers .",no not_problem now just a sick disappoint in the way norton has abandon thier custom,not_problem sick disappoint way norton abandon thier custom,"['norton', 'custom', 'problem', 'disappoint', 'way']",{'sickly'},"{('sickly', 'disappointment')}"
263,1.0,32.0,264.0,"I see many other reviews that say the same .... stay away from Norton , they do n't NOT_deserve you , or anyone !",i see mani other review that say the same stay away from norton they do n't not_deserv you or anyon,mani review stay away norton not_deserv anyon,"['review', 'norton']",set(),set()
264,1.0,32.0,265.0,A security software suite with lots of value,a secur softwar suit with lot of valu,secur softwar suit lot valu,"['valu', 'lot', 'softwar', 'secur', 'site']",set(),set()
265,1.0,32.0,266.0,"While I understand the complaints about Symantec 's Norton SystemWorks software suite ( which are totally justified ) , the same ca n't NOT_be said for Norton Internet Security .",while i understand the complaint about symantec 's norton systemwork softwar suit which are total justifi the same ca n't not_b said for norton internet secur,understand complaint symantec norton systemwork softwar suit total justifi not_b said norton internet secur,"['norton', 'complaint', 'secur', 'symantec', 'softwar', 'internet', 'site']",set(),set()
266,1.0,32.0,267.0,"It 's a highly rated , KICK ASS firewall program that 's bundled with the venerable Norton AntiVirus , plus extras ( like Norton AntiSpam & Norton Parental Control ) that make this security suite a must - have for people who have broadband internet access .",it 's a high rate kick ass firewal program that 's bundl with the vener norton antivirus plus extra like norton antispam norton parent control that make this secur suit a must have for peopl who have broadband internet access,high rate kick ass firewal program bundl vener norton antivirus plus extra like norton antispam norton parent control secur suit peopl broadband internet access,"['firewal', 'access', 'antivirus', 'norton', 'secur', 'control', 'peopl', 'broadband', 'program', 'extra', 'internet', 'ms', 'antispam', 'site']","{'parental', 'venerable'}","{('parental', 'control'), ('norton', 'suite')}"
267,1.0,32.0,268.0,Detractors should spend more time actually customizing the program to meet their needs instead of being lazy & complaining just for the hell of it .,detractor should spend more time actual custom the program to meet their need instead of be lazi complain just for the hell of it,detractor spend time actual custom program meet need instead lazi complain hell,"['detractor', 'week', 'home', 'program', 'help']",{'lazy'},set()
268,1.0,32.0,269.0,"Once you set it up , you barely even notice it 's even there .",onc you set it up you bare even notic it 's even there,onc set bare notic,[],set(),set()
269,1.0,33.0,270.0,"I 've alway liked Symantec products , except for this version 2004 .",i ve alway like symantec product except for this version,ve alway like symantec product version,"['product', 'version']",set(),"{('symantec', 'products')}"
270,1.0,33.0,271.0,"If you are already using a previous version of nortron security and unistalled it to install the new version , you will still have all kind of problems in installing the new version on your system !",if you are alreadi use a previous version of nortron secur and unistal it to instal the new version you will still have all kind of problem in instal the new version on your system,alreadi use previous version nortron secur unistal instal new version kind problem instal new version system,"['nortron', 'problem', 'system', 'version', 'secur']","{'new', 'previous'}",set()
271,1.0,33.0,272.0,It seems like Symantec did a lousy job on this version .,it seem like symantec did a lousi job on this version,like symantec lousi job version,"['com', 'symantec', 'version']",{'lousy'},"{('symantec', 'version')}"
272,1.0,33.0,273.0,"Luckly , with 3 rebates this product will cost me nothing ! it is indeed worth nothing .",luck with rebat this product will cost me noth it is inde worth noth,luck rebat product cost noth inde worth noth,"['product', 'rebat']",{'luckly'},"{('luckly', 'rebates')}"
273,1.0,33.0,274.0,"To install that version you have to uninstall from the window registery anything called Symantec or Nortron , ... also from the common files in the program folder the symantec folder has to be deleted .",to instal that version you have to uninstal from the window registeri anyth call symantec or nortron also from the common file in the program folder the symantec folder has to be delet,instal version uninstal window registeri anyth symantec nortron common file program folder symantec folder delet,"['nortron', 'window', 'registeri', 'file', 'program', 'version', 'folder']",{'common'},"{('symantec', 'folder'), ('symantec', 'nortron')}"
274,1.0,33.0,275.0,"If you got stuck do what I did , search for any folder called symantec and delete it ! then install that program(assuming you know what you are doing ) .",if you got stuck do what i did search for ani folder call symantec and delet it then instal that program(assum you know what you are do,got stuck search ani folder symantec delet instal program(assum know,['folder'],"{'delete', 'stuck'}","{('symantec', 'install')}"
275,1.0,33.0,276.0,"If you have no NOT_previous version of   nortron security on your system , or Nortron Antivirus , the installation will go fine , otherwise dig in and in to do a major registery clean up!the old programs will leave a trace that will mess up the new installation , even if you uninstalled the old programs perfectly .",if you have no not_previ version of    nortron secur on your system or nortron antivirus the instal will go fine otherwis dig in and in to do a major registeri clean up!th old program will leav a trace that will mess up the new instal even if you uninstal the old program perfect,not_previ version     nortron secur system nortron antivirus instal fine otherwis dig major registeri clean up!th old program leav trace mess new instal uninstal old program perfect,"['nortron', 'antivirus', 'registeri', 'face', 'instal', 'program', 'system', 'version', 'secur']","{'fine', 'old', 'new', 'major', 'not_previous', 'clean'}",set()
276,1.0,33.0,277.0,"What dissapointes me the most that a software like that   is not NOT_cheap gets zero support form symantec , if you want support , they 'll charge you a Fee !",what dissapoint me the most that a softwar like that    is not not_cheap get zero support form symantec if you want support they ll charg you a fee,dissapoint softwar like     not_cheap zero support form symantec want support ll charg fee,"['support', 'one', 'com', 'softwar']",set(),set()
277,1.0,33.0,278.0,I 've tried the free versions of zone alarm and the free version of sygate and they both have a nice and easy installation and work great ! .,i ve tri the free version of zone alarm and the free version of sygat and they both have a nice and easi instal and work great,ve tri free version zone alarm free version sygat nice easi instal work great,"['sygat', 'version', 'alarm', 'home', 'version', 'instal']","{'easy', 'great', 'free', 'nice'}","{('free', 'version')}"
278,1.0,33.0,279.0,"Next year when I purchase a 2005 FireWall version , I am buying the Zone Alarm or the sygate one .",next year when i purchas a firewal version i am buy the zone alarm or the sygat one,year purchas firewal version buy zone alarm sygat,"['firewal', 'sygat', 'home', 'star', 'alarm', 'version']",set(),set()
279,1.0,33.0,280.0,I am giving a zero star to symantec for this version !,i am give a zero star to symantec for this version,zero star symantec version,"['slap', 'symantec', 'version']",set(),"{('symantec', 'version')}"
280,1.0,34.0,281.0,I really liked the firewall .,i realli like the firewal,realli like firewal,['firewal'],set(),set()
281,1.0,34.0,282.0,"It can be a pain to configure , but I dealt with it .",it can be a pain to configur but i dealt with it,pain configur dealt,['past'],set(),set()
282,1.0,34.0,283.0,"THEN all of a sudden when I restarted my pc , I could n't NOT_get to anything in IE .",then all of a sudden when i restart my pc i could n't not_get to anyth in ie,sudden restart pc not_get anyth ie,"['one', 'pc']",{'sudden'},"{('sudden', 'not_get')}"
283,1.0,34.0,284.0,I have gone to their site many times in the last two months looking for an answer .,i have gone to their site mani time in the last two month look for an answer,gone site mani time month look answer,"['time', 'time', 'answer', 'month']",set(),set()
284,1.0,34.0,285.0,I 've tried lots of things they suggest .,i ve tri lot of thing they suggest,ve tri lot thing suggest,"['lot', 'thing']",set(),set()
285,1.0,34.0,286.0,My computer configuration is probably all screwed up at this point .,my comput configur is probabl all screw up at this point,comput configur probabl screw point,"['comput', 'configur', 'print']",set(),set()
286,1.0,34.0,287.0,The only free help you get is in renewing your subscription !,the onli free help you get is in renew your subscript,onli free help renew subscript,"['rep', 'subscript']",{'free'},set()
287,1.0,34.0,288.0,The only way my pc internet works is if I open the Firewall Program configuration and manually refresh it .,the onli way my pc internet work is if i open the firewal program configur and manual refresh it,onli way pc internet work open firewal program configur manual refresh,"['firewal', 'work', 'way', 'program', 'internet', 'configur', 'pc']",set(),set()
288,1.0,34.0,289.0,It 's become tedious doing this .,it 's becom tedious do this,becom tedious,[],set(),set()
289,1.0,34.0,290.0,Wish I had n't NOT_renewed my subscription .,wish i had n't not_renew my subscript,wish not_renew subscript,['subscript'],set(),set()
290,1.0,34.0,291.0,Buy ZONE Alarm .,buy zone alarm,buy zone alarm,"['home', 'alarm']",set(),set()
291,1.0,34.0,292.0,Wish I had .,wish i had,wish,[],set(),set()
292,1.0,35.0,293.0,"I read how the buyers of this product watched their computers turn into processing sloths , bought a copy and watched my 2.4 Gig XP Pro processor slow down below the level of my 750 Meg 2000Pro laptop !",i read how the buyer of this product watch their comput turn into process sloth bought a copi and watch my 2.4 gig xp pro processor slow down below the level of my meg 2000pro laptop,read buyer product watch comput turn process sloth bought copi watch 2.4 gig xp pro processor slow level meg 2000pro laptop,"['buyer', 'comput', 'processor', 'process', 'rep', 'laptop', 'level', 'lot', 'nis', 'product', 'com']","{'pro', 'slow'}","{('slow', 'level'), ('pro', 'level')}"
293,1.0,35.0,294.0,At the same time I bought PC - Cillin for the laptop and what a slick product !,at the same time i bought pc cillin for the laptop and what a slick product,time bought pc cillin laptop slick product,"['laptop', 'home', 'product', 'pc', 'cillium']",{'slick'},"{('slick', 'product')}"
294,1.0,35.0,295.0,"So now , when we type , half the time the XP Pro 2.4 Gig PC lags behind the input , sometime by 10 characters !",so now when we type half the time the xp pro 2.4 gig pc lag behind the input sometim by charact,type half time xp pro 2.4 gig pc lag input sometim charact,"['charact', 'home', 'lot', 'input', 'nis', 'pc']",{'half'},"{('half', 'time')}"
295,1.0,35.0,296.0,Symantec should give us all a refund and apology !,symantec should give us all a refund and apolog,symantec refund apolog,"['symantec', 'apolog', 'refund']",set(),"{('symantec', 'apology')}"
296,1.0,35.0,297.0,"I will NEVER NOT_buy their product again at this rate , and neither should you .",i will never not_buy their product again at this rate and neither should you,not_buy product rate,"['product', 'rebat']",set(),set()
297,1.0,35.0,298.0,BEWARE ! ! ! !,bewar,bewar,['bewar'],set(),set()
298,1.0,36.0,299.0,The product has worked perfectly for me on my XP .,the product has work perfect for me on my xp,product work perfect xp,"['product', 'rep']",set(),set()
299,1.0,36.0,300.0,"No NOT_more banner ads , pop - ups , and the reliable antivirus .",no not_mor banner ad pop up and the reliabl antivirus,not_mor banner ad pop reliabl antivirus,"['rep', 'antivirus', 'pc', 'banner', 'ms']",{'reliable'},set()
300,1.0,36.0,301.0,"I work on word , explorer , netscape , acrobat reader , photoshop at same time ( meaning using a lot of memory ) , but still do nt see a problem with computer ( getting slow or crashing ) .",i work on word explor netscap acrobat reader photoshop at same time mean use a lot of memori but still do nt see a problem with comput get slow or crash,work word explor netscap acrobat reader photoshop time mean use lot memori nt problem comput slow crash,"['reader', 'netscap', 'comput', 'acrobat', 'com', 'photoshop', 'problem', 'home', 'explor', 'memori', 'work']",{'slow'},set()
301,1.0,36.0,302.0,"I have XP with 256 MB RAM , 40 GB memory .",i have xp with mb ram gb memori,xp mb ram gb memori,"['pc', 'rep', 'rep', 'memori']",set(),set()
302,1.0,36.0,303.0,This product is way cooler than anything I ve used before ( PcCillins and McCafees and Norton Antivirus alone ) .,this product is way cooler than anyth i ve use befor pccillin and mccafe and norton antivirus alon,product way cooler anyth ve use befor pccillin mccafe norton antivirus alon,"['mcafe', 'product', 'pccillin', 'antivirus']",{'cooler'},set()
303,1.0,36.0,304.0,5 stars all the way !,star all the way,star way,"['star', 'way']",set(),set()
304,1.0,37.0,305.0,I 've had the last 3 versions of NIS .,i ve had the last version of nis,ve version nis,"['ms', 'version']",set(),set()
305,1.0,37.0,306.0,All in all it has n't NOT_been a bad product .,all in all it has n't not_been a bad product,not_been bad product,['product'],{'bad'},set()
306,1.0,37.0,307.0,"However , Symantec has taken a significant turn for the worse with this release .",howev symantec has taken a signific turn for the wors with this releas,howev symantec taken signific turn wors releas,"['turn', 'releas']","{'worse', 'significant'}","{('significant', 'turn')}"
307,1.0,38.0,308.0,"While it has a rather effective firewall , and comes with Norton Antivirus ( which I 'm actually rather fond of ) , the Security Suite has significantly slowed down my system .",while it has a rather effect firewal and come with norton antivirus which i m actual rather fond of the secur suit has signific slow down my system,effect firewal come norton antivirus m actual fond secur suit signific slow system,"['firewal', 'antivirus', 'system', 'secur', 'site']","{'fond', 'effective'}","{('fond', 'suite'), ('effective', 'firewall')}"
308,1.0,38.0,309.0,"I 'm currently using a Sony Vaio S-150 ( which I bought at the end of this past August ) , and it takes about five minutes just to boot the system - in fact , I 've taken to just hibernating , rather than shutting down completely .",i m current use a soni vaio s-150 which i bought at the end of this past august and it take about five minut just to boot the system in fact i ve taken to just hibern rather than shut down complet,m current use soni vaio s-150 bought end past august minut boot system fact ve taken hibern shut complet,"['one', 'august', 'one', 'minut', 'system', 'past', 'pain']",set(),set()
309,1.0,38.0,310.0,"The Antivirus is good , but "" Internet Security "" just is n't NOT_worth it .",the antivirus is good but internet secur just is n't not_worth it,antivirus good internet secur not_worth,"['secur', 'internet', 'antivirus']",set(),set()
310,1.0,39.0,311.0,"I 've owned many Norton products in my time , and for the most part , I 've been pleased with their performance .",i ve own mani norton product in my time and for the most part i ve been pleas with their perform,ve mani norton product time ve pleas perform,"['home', 'product', 'past', 'perform']",set(),"{('norton', 'products')}"
311,1.0,39.0,312.0,This is also the case with NIS 2004 .,this is also the case with nis,case nis,"['past', 'ms']",set(),set()
312,1.0,39.0,313.0,I 've seen many reviews praising 2003 and cursing 2004 .,i ve seen mani review prais and curs,ve seen mani review prais curs,['review'],set(),set()
313,1.0,39.0,314.0,"I upgraded from NIS 2003 , and the change in performance has not NOT_been noticeable .",i upgrad from nis and the chang in perform has not not_been notic,upgrad nis chang perform not_been notic,"['perform', 'chang', 'ms']",{'noticeable'},"{('noticeable', 'not_been')}"
314,1.0,39.0,315.0,"On the contrary , I 'm quite pleased with my upgrade .",on the contrari i m quit pleas with my upgrad,contrari m quit pleas upgrad,"['contrari', 'upgrad']",set(),set()
315,1.0,39.0,316.0,It works better and has more useful features than NIS 2003 .,it work better and has more use featur than nis,work better use featur nis,"['featur', 'ms']",{'useful'},"{('useful', 'features')}"
316,1.0,40.0,317.0,I bought this product after reading the Editor 's Choice article at PC Magazine and had a great experience with Amazon ( as usual ) .,i bought this product after read the editor 's choic articl at pc magazin and had a great experi with amazon as usual,bought product read editor choic articl pc magazin great experi amazon usual,"['edit', 'voic', 'experi', 'amazon', 'magazin', 'articl', 'product', 'pc']","{'usual', 'great'}","{('great', 'experience')}"
317,1.0,40.0,318.0,"The program is fully featured , with much of what you 'd want from a security program --",the program is fulli featur with much of what you 'd want from a secur program,program fulli featur want secur program,"['secur', 'program']",set(),set()
318,1.0,40.0,319.0,I was upgrading from a version of Norton Anti - virus that was about a year old in order to get spam and pop - up control .,i was upgrad from a version of norton anti virus that was about a year old in order to get spam and pop up control,upgrad version norton anti virus year old order spam pop control,"['folder', 'control', 'anti', 'star', 'version', 'virus', 'slap']",{'old'},"{('old', 'order')}"
319,1.0,40.0,320.0,My previous experience with multiple Symantec / Norton products has been good .,my previous experi with multipl symantec norton product has been good,previous experi multipl symantec norton product good,"['experi', 'product']","{'good', 'multiple', 'previous'}","{('symantec', 'products'), ('norton', 'products')}"
320,1.0,40.0,321.0,"The installation , set - up , and operating interfaces are well organized and intuitive and the email spam component works well .",the instal set up and oper interfac are well organ and intuit and the email spam compon work well,instal set oper interfac organ intuit email spam compon work,"['oper', 'compon', 'rep', 'interfac', 'rep', 'email', 'instal', 'slap']",{'intuitive'},"{('intuitive', 'component')}"
321,1.0,40.0,322.0,"HOWEVER , I AM VERY DISAPPOINTED WITH THIS PRODUCT AND WITH SYMANTEC .",howev i am veri disappoint with this product and with symantec,howev veri disappoint product symantec,"['symantec', 'product']",{'disappointed'},"{('disappointed', 'symantec')}"
322,1.0,40.0,323.0,"It feels like I 'm back to the days of 56k dial - up internet service , even though I 'm running a Dell 2GHz Pentium 4 with 256 MB memory and have had excellent broadband service for the past year .",it feel like i m back to the day of 56k dial up internet servic even though i m run a dell 2ghz pentium with mb memori and have had excel broadband servic for the past year,feel like m day 56k dial internet servic m run dell 2ghz pentium mb memori excel broadband servic past year,"['way', 'pentium', 'disc', 'broadband', '56k', 'servic', 'star', 'memori', 'help', 'internet']",{'excellent'},"{('excellent', 'service')}"
323,1.0,40.0,324.0,"I tried disabling the various components provided with this product , paring it all the way back to anti - virus only service ... and saw no NOT_improvement .",i tri disabl the various compon provid with this product pare it all the way back to anti virus onli servic and saw no not_improv,tri disabl compon provid product pare way anti virus onli servic saw not_improv,"['compon', 'product', 'servic', 'improv', 'way']",set(),set()
324,1.0,40.0,325.0,There is absolutely nothing useful at the Symantec / Norton site .,there is absolut noth use at the symantec norton site,absolut noth use symantec norton site,"['time', 'norton']",{'useful'},"{('norton', 'site'), ('symantec', 'site')}"
325,1.0,40.0,326.0,I am going to uninstall this and stick with my old version until they offer a fix or until I can find a program from another vendor .,i am go to uninstal this and stick with my old version until they offer a fix or until i can find a program from anoth vendor,uninstal stick old version offer fix find program anoth vendor,"['vendor', 'nis', 'program', 'version']","{'old', 'uninstall'}","{('old', 'offer')}"
326,1.0,40.0,327.0,"I purchased this even though I saw some disparaging reviews at the Amazon site , trusting PC Magazine to get it right .",i purchas this even though i saw some disparag review at the amazon site trust pc magazin to get it right,purchas saw disparag review amazon site trust pc magazin right,"['time', 'magazin', 'review', 'amazon', 'pc']",set(),set()
327,1.0,40.0,328.0,"However , I suspect that many people are having a bad experience -- DO NOT NOT_PURCHASE THIS PRODUCT .",howev i suspect that mani peopl are have a bad experi do not not_purchas this product,howev suspect mani peopl bad experi not_purchas product,"['experi', 'product', 'peopl']",{'bad'},"{('bad', 'experience')}"
328,1.0,41.0,329.0,PIII 1Ghz 512 MB RDRAM Windows XP Pro 80 GB HD   I was able to Uninstall NIS 2003 and Install NIS 2004 with no NOT_trouble .,piii 1ghz mb rdram window xp pro gb hd    i was abl to uninstal nis and instal nis with no not_troubl,piii 1ghz mb rdram window xp pro gb hd     abl uninstal nis instal nis not_troubl,"['window', 'pc', 'ms', 'troubl', 'ram', 'rep', 'pc', 'proof']",{'able'},set()
329,1.0,41.0,330.0,"First , I turned off my cable modem .",first i turn off my cabl modem,turn cabl modem,"['money', 'cabl']",set(),set()
330,1.0,41.0,331.0,Then I disabled both Norton Antivirus and Norton Internet Security .,then i disabl both norton antivirus and norton internet secur,disabl norton antivirus norton internet secur,"['secur', 'internet', 'antivirus', 'norton']",{'disabled'},set()
331,1.0,41.0,332.0,"I used "" Add / Remove Programs "" to unistall NIS 2003 .",i use add remov program to unistal nis,use add remov program unistal nis,"['unistal', 'ms', 'program']",set(),set()
332,1.0,41.0,333.0,"In "" Add / Remove , you must selecting the program 's Change button .",in add remov you must select the program 's chang button,add remov select program chang button,"['button', 'chang', 'program']",set(),set()
333,1.0,41.0,334.0,"After that was complete , I deleted the Norton Antivirus and Norton Internet Security folders left in the "" Programs "" section of Windows XP .",after that was complet i delet the norton antivirus and norton internet secur folder left in the program section of window xp,complet delet norton antivirus norton internet secur folder left program section window xp,"['folder', 'window', 'antivirus', 'norton', 'program', 'section', 'internet', 'rep', 'secur']",{'complete'},"{('complete', 'folders')}"
334,1.0,41.0,335.0,Next I de - fragged my hard drive .,next i de frag my hard drive,de frag hard drive,['drive'],{'hard'},set()
335,1.0,41.0,336.0,"I did not NOT_use the Rnis.exe , since I have WinFax Pro on my system . I did not NOT_touch the Windows Registry , for the same reason .",i did not not_us the rnis.ex sinc i have winfax pro on my system i did not not_touch the window registri for the same reason,not_us rnis.ex sinc winfax pro system not_touch window registri reason,"['window', 'reason', 'registri', 'winfax', 'system', 'proof']","{'pro', 'not_touch', 'winfax', 'not_use'}",set()
336,1.0,41.0,337.0,"I installed , activated and registered NIS 2004 without issue .",i instal activ and regist nis without issu,instal activ regist nis issu,"['issu', 'ms']",set(),set()
337,1.0,41.0,338.0,"So far , the Anti - Spam feature seems to be very good .",so far the anti spam featur seem to be veri good,far anti spam featur veri good,['featur'],set(),set()
338,1.0,42.0,339.0,"I ai n't NOT_no NOT_computer geek , but I can wrestle with the best of them .",i ai n't not_no not_comput geek but i can wrestl with the best of them,ai not_no not_comput geek wrestl best,"['comput', 'week']",set(),set()
339,1.0,42.0,340.0,This program would not NOT_let me send Outlook Email or listen to Audible sample books online .,this program would not not_let me send outlook email or listen to audibl sampl book onlin,program not_let send outlook email listen audibl sampl book onlin,"['sampl', 'work', 'program', 'email', 'outlook']",{'audible'},"{('audible', 'books')}"
340,1.0,42.0,341.0,I gave up trying to figure how to get my email sent or listen to streaming programs .,i gave up tri to figur how to get my email sent or listen to stream program,gave tri figur email sent listen stream program,"['program', 'stream', 'email']",set(),set()
341,1.0,42.0,342.0,Buy this if you like mental challenges or trying how to pick locks .,buy this if you like mental challeng or tri how to pick lock,buy like mental challeng tri pick lock,"['lot', 'challeng']",set(),set()
342,1.0,42.0,343.0,For security buy Zone Alarm . It 's a very friendly program .,for secur buy zone alarm it 's a veri friend program,secur buy zone alarm veri friend program,"['up', 'home', 'program', 'alarm', 'secur']",{'friendly'},"{('friendly', 'program')}"
343,1.0,43.0,344.0,I was begining to think I was computer - retarded after dealing with this program .,i was begin to think i was comput retard after deal with this program,begin think comput retard deal program,"['comput', 'program']",set(),set()
344,1.0,43.0,345.0,I was using this on my 2001 Dell laptop ( which worked fine until I upgraded to this junk ! ),i was use this on my dell laptop which work fine until i upgrad to this junk,use dell laptop work fine upgrad junk,"['laptop', 'junk', 'help']",set(),set()
345,1.0,43.0,346.0,"I had much of the same problems that everyone else has listed ( mainly the SLOOOOOOOOOW processor ) , and then I could n't NOT_get the damn thing off my computer completely !",i had much of the same problem that everyon els has list main the slooooooooow processor and then i could n't not_get the damn thing off my comput complet,problem everyon els list main slooooooooow processor not_get damn thing comput complet,"['thing', 'comput', 'processor', 'slooooooooow', 'problem']",{'damn'},"{('damn', 'computer')}"
